contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
DJX241220C00375000,2024-03-14 13:34:10+00:00,375.0,36.35,24.1,31.0,0.0,0.0,3.0,3,1.0000000000000003e-05,True,REGULAR,USD
DJX241220C00380000,2024-06-25 13:59:09+00:00,380.0,27.12,31.2,33.8,0.0,0.0,1.0,3,1.0000000000000003e-05,True,REGULAR,USD
DJX241220C00385000,2024-10-17 17:08:49+00:00,385.0,51.19,50.0,59.95,0.0,0.0,1.0,3,0.454107021484375,True,REGULAR,USD
DJX241220C00390000,2024-10-22 16:28:03+00:00,390.0,42.5,45.0,54.2,0.0,0.0,1.0,19,0.4075681802368164,True,REGULAR,USD
DJX241220C00395000,2024-11-06 16:02:17+00:00,395.0,41.6,40.0,50.0,0.0,0.0,2.0,4,0.39801627380371096,True,REGULAR,USD
DJX241220C00400000,2024-11-06 18:08:36+00:00,400.0,39.45,35.0,44.7,0.0,0.0,2.0,2784,0.3624331335449219,True,REGULAR,USD
DJX241220C00405000,2024-10-31 19:57:55+00:00,405.0,20.2,30.0,40.0,0.0,0.0,1.0,105,0.3398503515625,True,REGULAR,USD
DJX241220C00410000,2024-11-04 17:31:56+00:00,410.0,15.91,25.0,35.0,0.0,0.0,11.0,776,0.31018756225585936,True,REGULAR,USD
DJX241220C00415000,2024-11-06 14:40:27+00:00,415.0,24.0,21.0,31.0,0.0,0.0,1.0,13,0.2993844476318359,True,REGULAR,USD
DJX241220C00420000,2024-11-07 20:59:14+00:00,420.0,20.85,16.0,26.0,1.4500008,7.474231,2.0,1642,0.2675244146728516,True,REGULAR,USD
DJX241220C00425000,2024-11-07 16:57:32+00:00,425.0,17.0,12.0,19.5,4.0,30.76923,10.0,464,0.20758849060058593,True,REGULAR,USD
DJX241220C00430000,2024-11-07 19:58:44+00:00,430.0,13.0,8.0,17.5,7.75,147.61905,1.0,2124,0.2255021298217773,True,REGULAR,USD
DJX241220C00435000,2024-11-06 20:33:04+00:00,435.0,10.2,5.0,15.0,0.0,0.0,9.0,123,0.22885902984619144,True,REGULAR,USD
DJX241220C00440000,2024-11-07 14:46:28+00:00,440.0,6.75,2.0,12.0,0.5999999,9.756096,1.0,33,0.21909350250244142,False,REGULAR,USD
DJX241220C00445000,2024-11-06 18:04:00+00:00,445.0,4.27,1.21,10.0,0.0,0.0,12.0,13,0.2210771252441406,False,REGULAR,USD
DJX241220C00450000,2024-11-06 20:37:23+00:00,450.0,3.05,0.01,10.0,0.0,0.0,17.0,19,0.25287612365722656,False,REGULAR,USD
DJX241220C00460000,2024-10-17 16:06:13+00:00,460.0,1.28,0.0,4.8,0.0,0.0,5.0,17,0.21170832244873045,False,REGULAR,USD
DJX241220C00480000,2024-07-09 18:42:06+00:00,480.0,0.35,0.0,4.8,0.0,0.0,,5,0.2991403094482421,False,REGULAR,USD
DJX241220C00500000,2024-11-06 15:38:16+00:00,500.0,0.1,0.0,0.16,0.0,0.0,2.0,6,0.17896328857421873,False,REGULAR,USD
DJX241220C00520000,2024-03-19 16:02:03+00:00,520.0,0.12,0.0,4.8,0.0,0.0,7.0,229,0.4439142523193359,False,REGULAR,USD
DJX250117C00415000,2024-11-06 15:03:59+00:00,415.0,26.45,25.05,34.0,0.0,0.0,1.0,0,0.27828175338745115,True,REGULAR,USD
DJX250117C00425000,2024-11-06 16:37:31+00:00,425.0,19.08,15.0,25.0,0.0,0.0,3.0,6,0.23828886718749998,True,REGULAR,USD
DJX250117C00435000,2024-11-07 14:54:00+00:00,435.0,13.1,8.0,18.0,1.2200003,10.269362,4.0,3,0.21781177703857418,True,REGULAR,USD
DJX250117C00440000,2024-11-06 14:49:57+00:00,440.0,8.2,5.0,15.0,0.0,0.0,1.0,207,0.2099993551635742,False,REGULAR,USD
DJX250117C00445000,2024-11-07 14:39:21+00:00,445.0,6.66,2.0,12.0,3.7699997,130.44981,3.0,185,0.19898261962890623,False,REGULAR,USD
DJX250321C00375000,2024-06-25 14:00:18+00:00,375.0,36.96,38.5,48.5,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
DJX250321C00380000,2024-06-25 14:00:18+00:00,380.0,33.02,32.7,42.7,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
DJX250321C00395000,2024-08-02 15:27:17+00:00,395.0,23.7,30.0,40.0,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD
DJX250321C00400000,2024-10-11 19:51:29+00:00,400.0,40.67,41.0,51.0,0.0,0.0,1.0,813,0.2816539120483398,True,REGULAR,USD
DJX250321C00405000,2024-10-11 19:51:29+00:00,405.0,36.57,37.0,47.0,0.0,0.0,1.0,8,0.27374993835449213,True,REGULAR,USD
DJX250321C00410000,2024-10-01 18:28:22+00:00,410.0,28.8,20.0,30.0,0.0,0.0,,89,0.11258821990966797,True,REGULAR,USD
DJX250321C00415000,2024-11-06 18:19:31+00:00,415.0,32.75,29.0,39.0,0.0,0.0,1.0,2,0.25525647094726567,True,REGULAR,USD
DJX250321C00420000,2024-09-10 17:24:32+00:00,420.0,12.95,21.25,22.0,0.0,0.0,1.0,2,0.1087125262451172,True,REGULAR,USD
DJX250321C00425000,2024-11-06 18:32:39+00:00,425.0,25.0,21.0,31.0,0.0,0.0,18.0,1,0.23303989624023438,True,REGULAR,USD
DJX250321C00430000,2024-11-07 14:37:42+00:00,430.0,21.45,17.0,27.0,-0.049999237,-0.23255458,4.0,2,0.22034471069335934,True,REGULAR,USD
DJX250321C00440000,2024-10-09 19:51:23+00:00,440.0,10.53,10.0,20.0,0.0,0.0,,1,0.2004474487304687,False,REGULAR,USD
DJX250321C00450000,2024-09-30 16:10:56+00:00,450.0,5.73,4.85,5.45,0.0,0.0,,6,0.09861130889892578,False,REGULAR,USD
DJX250321C00475000,2024-11-07 14:30:02+00:00,475.0,2.47,0.01,10.0,1.4100001,133.01889,1.0,1,0.2202684175109863,False,REGULAR,USD
DJX250620C00100000,2024-06-24 15:57:20+00:00,100.0,295.32,286.0,310.0,0.0,0.0,,5,1.0000000000000003e-05,True,REGULAR,USD
DJX250620C00195000,2024-06-11 19:59:19+00:00,195.0,197.6,198.0,214.0,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
DJX250620C00200000,2024-06-12 17:55:30+00:00,200.0,193.1,196.0,212.0,0.0,0.0,,2,1.0000000000000003e-05,True,REGULAR,USD
DJX250620C00210000,2024-06-12 18:17:36+00:00,210.0,183.43,187.0,203.0,0.0,0.0,4.0,5,1.0000000000000003e-05,True,REGULAR,USD
DJX250620C00220000,2024-06-06 19:52:17+00:00,220.0,175.16,171.0,187.0,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
DJX250620C00225000,2024-06-20 18:34:20+00:00,225.0,174.08,175.0,191.0,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
DJX250620C00270000,2024-10-01 13:30:02+00:00,270.0,157.45,148.0,164.0,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
DJX250620C00350000,2024-10-10 16:40:00+00:00,350.0,85.61,92.0,102.0,0.0,0.0,,10,0.37244279907226563,True,REGULAR,USD
DJX250620C00355000,2024-10-10 16:40:00+00:00,355.0,81.12,87.0,97.0,0.0,0.0,10.0,12,0.35765718032836913,True,REGULAR,USD
DJX250620C00360000,2023-10-27 13:52:29+00:00,360.0,19.66,26.0,36.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
DJX250620C00370000,2023-12-13 20:03:43+00:00,370.0,34.5,32.0,42.0,0.0,0.0,1.0,650,1.0000000000000003e-05,True,REGULAR,USD
DJX250620C00375000,2024-09-16 13:32:34+00:00,375.0,56.0,64.95,68.65,0.0,0.0,5.0,6,0.20993832061767576,True,REGULAR,USD
DJX250620C00390000,2023-12-19 15:40:02+00:00,390.0,26.3,22.0,32.0,0.0,0.0,1.0,2,1.0000000000000003e-05,True,REGULAR,USD
DJX250620C00400000,2024-01-24 20:38:43+00:00,400.0,21.45,23.0,33.0,0.0,0.0,300.0,700,1.0000000000000003e-05,True,REGULAR,USD
DJX250620C00410000,2024-03-04 20:59:58+00:00,410.0,22.26,18.0,25.65,0.0,0.0,220.0,220,1.0000000000000003e-05,True,REGULAR,USD
DJX250620C00420000,2024-10-14 15:21:22+00:00,420.0,30.51,31.0,41.0,0.0,0.0,3.0,0,0.23513032943725587,True,REGULAR,USD
DJX250620C00430000,2024-10-11 13:32:25+00:00,430.0,21.83,23.0,33.0,0.0,0.0,1.0,1,0.2147447911071777,True,REGULAR,USD
DJX250620C00440000,2024-10-11 13:32:25+00:00,440.0,16.08,16.0,26.0,0.0,0.0,1.0,1,0.1986164123535156,False,REGULAR,USD
DJX250620C00450000,2024-10-14 15:21:22+00:00,450.0,12.59,11.0,21.0,0.0,0.0,3.0,0,0.19310804458618164,False,REGULAR,USD
DJX250620C00480000,2024-07-18 18:25:55+00:00,480.0,4.37,0.0,9.6,0.0,0.0,1000.0,2000,0.17702544174194335,False,REGULAR,USD
DJX250919C00420000,2024-10-08 18:21:07+00:00,420.0,29.6,40.0,41.3,0.0,0.0,,1002,0.2004321900939941,True,REGULAR,USD
DJX250919C00440000,2024-11-04 14:30:02+00:00,440.0,16.85,22.0,32.0,0.0,0.0,1.0,1002,0.20462831512451168,False,REGULAR,USD
DJX251219C00100000,2024-06-20 17:35:45+00:00,100.0,284.5,0.0,0.0,0.0,0.0,2.0,7,1.0000000000000003e-05,True,REGULAR,USD
DJX251219C00190000,2023-07-03 15:40:39+00:00,190.0,162.72,168.15,176.9,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
DJX251219C00200000,2024-08-15 19:45:56+00:00,200.0,213.0,205.0,229.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
DJX251219C00270000,2023-10-24 20:05:43+00:00,270.0,86.0,96.0,106.0,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD
DJX251219C00320000,2024-10-28 13:38:37+00:00,320.0,116.47,122.0,138.0,0.0,0.0,,3,0.3981688601684571,True,REGULAR,USD
DJX251219C00325000,2024-10-28 13:38:37+00:00,325.0,112.23,118.0,134.0,0.0,0.0,,3,0.39386592468261716,True,REGULAR,USD
DJX251219C00330000,2023-01-31 18:10:12+00:00,330.0,53.66,24.25,64.25,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD
DJX251219C00335000,2023-07-06 15:07:10+00:00,335.0,51.55,54.0,64.0,0.0,0.0,1.0,2,1.0000000000000003e-05,True,REGULAR,USD
DJX251219C00340000,2023-06-27 18:14:49+00:00,340.0,68.9,52.0,62.0,0.0,0.0,6.0,7,1.0000000000000003e-05,True,REGULAR,USD
DJX251219C00350000,2023-10-17 18:41:38+00:00,350.0,39.07,36.0,46.0,0.0,0.0,2.0,1,1.0000000000000003e-05,True,REGULAR,USD
DJX251219C00355000,2023-12-13 20:07:15+00:00,355.0,51.0,49.0,59.0,0.0,0.0,1.0,2,1.0000000000000003e-05,True,REGULAR,USD
DJX251219C00360000,2024-10-03 13:30:02+00:00,360.0,78.15,75.0,85.0,0.0,0.0,1.0,1001,0.19612925460815428,True,REGULAR,USD
DJX251219C00390000,2024-09-17 17:59:29+00:00,390.0,51.64,60.0,70.0,0.0,0.0,1.0,14,0.24266809585571286,True,REGULAR,USD
DJX251219C00400000,2024-10-09 19:51:23+00:00,400.0,51.69,56.0,66.0,0.0,0.0,1.0,1277,0.2551344018554688,True,REGULAR,USD
DJX251219C00410000,2024-10-09 19:51:23+00:00,410.0,44.28,48.0,58.0,0.0,0.0,1.0,1,0.24114223220825193,True,REGULAR,USD
DJX251219C00420000,2024-10-31 17:28:41+00:00,420.0,33.21,41.0,51.0,0.0,0.0,1250.0,1250,0.2315979550933838,True,REGULAR,USD
DJX251219C00430000,2024-02-22 19:30:00+00:00,430.0,20.4,17.0,27.0,0.0,0.0,1.0,1,0.12664905342102048,True,REGULAR,USD
DJX251219C00440000,2024-10-31 17:28:40+00:00,440.0,21.29,27.0,37.0,0.0,0.0,1250.0,1253,0.20752745605468748,False,REGULAR,USD
DJX251219C00450000,2024-09-05 16:06:17+00:00,450.0,12.05,14.0,24.0,0.0,0.0,1.0,3,0.16001969139099123,False,REGULAR,USD
DJX251219C00460000,2024-02-02 19:17:50+00:00,460.0,8.15,4.0,14.0,0.0,0.0,1.0,1,0.12494771545410156,False,REGULAR,USD
DJX251219C00470000,2024-03-21 14:42:22+00:00,470.0,9.05,0.01,10.0,0.0,0.0,1.0,2,0.11870693313598632,False,REGULAR,USD
DJX251219C00480000,2024-03-21 14:23:16+00:00,480.0,6.25,0.01,10.0,0.0,0.0,,1,0.13430125961303713,False,REGULAR,USD
DJX251219C00490000,2024-09-27 15:11:02+00:00,490.0,6.0,0.01,10.0,0.0,0.0,1.0,0,0.14885036949157712,False,REGULAR,USD
DJX251219C00500000,2024-11-06 14:30:05+00:00,500.0,4.9,1.0,11.0,0.0,0.0,1.0,2,0.16937323554992675,False,REGULAR,USD
DJX251219C00560000,2024-08-20 16:34:14+00:00,560.0,0.55,0.45,1.2,0.0,0.0,1.0,3,0.13520151916503909,False,REGULAR,USD
DJX251219C00600000,2024-08-16 15:32:40+00:00,600.0,0.28,0.0,10.0,0.0,0.0,11.0,3012,0.2715984706115722,False,REGULAR,USD
DJX260618C00390000,2024-09-17 19:05:49+00:00,390.0,57.85,67.0,77.0,0.0,0.0,,10,0.23866270378112792,True,REGULAR,USD
DJX260618C00410000,2024-09-12 13:49:53+00:00,410.0,32.85,49.0,59.0,0.0,0.0,1.0,0,0.2054904280853271,True,REGULAR,USD
DJX260618C00420000,2024-09-17 19:05:49+00:00,420.0,39.11,45.0,55.0,0.0,0.0,,260,0.21150996017456053,True,REGULAR,USD
DJX261218C00340000,2024-10-24 13:30:02+00:00,340.0,108.7,115.0,131.0,0.0,0.0,,401,0.32446201667785635,True,REGULAR,USD
DJX261218C00355000,2024-10-29 13:30:02+00:00,355.0,95.85,103.0,119.0,0.0,0.0,,701,0.3094704063415527,True,REGULAR,USD
DJX261218C00360000,2024-10-24 13:30:07+00:00,360.0,92.8,101.0,117.0,0.0,0.0,,801,0.31407088523864746,True,REGULAR,USD
DJX261218C00400000,2024-10-17 13:30:01+00:00,400.0,69.9,71.0,81.0,0.0,0.0,1.0,781,0.25058732818603513,True,REGULAR,USD
DJX261218C00420000,2024-11-01 14:08:08+00:00,420.0,52.75,57.0,67.0,0.0,0.0,4.0,34,0.23397830238342285,True,REGULAR,USD
DJX261218C00440000,2024-01-16 19:54:59+00:00,440.0,21.19,23.0,40.5,0.0,0.0,46.0,47,0.16463542892456057,False,REGULAR,USD
DJX261218C00460000,2024-06-20 17:34:22+00:00,460.0,18.5,18.0,28.0,0.0,0.0,,2,0.1472634712982178,False,REGULAR,USD
DJX261218C00500000,2024-05-09 14:37:51+00:00,500.0,9.07,2.0,12.0,0.0,0.0,1.0,803,0.1279231495666504,False,REGULAR,USD
DJX261218C00600000,2024-08-19 17:40:24+00:00,600.0,1.89,0.0,9.6,0.0,0.0,50.0,0,0.19489330505371094,False,REGULAR,USD
