contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
DJX241220P00245000,2024-03-19 16:02:03+00:00,245.0,0.57,0.0,4.1,0.0,0.0,1.0,0,0.9846192944335939,False,REGULAR,USD
DJX241220P00250000,2024-09-25 14:39:33+00:00,250.0,0.23,0.0,0.12,0.0,0.0,1.0,6,0.585941640625,False,REGULAR,USD
DJX241220P00255000,2024-09-23 14:08:14+00:00,255.0,0.2,0.02,0.13,0.0,0.0,1.0,2,0.579105771484375,False,REGULAR,USD
DJX241220P00260000,2024-11-04 15:05:43+00:00,260.0,0.2,0.0,4.8,0.0,0.0,6.0,7,0.9262702685546875,False,REGULAR,USD
DJX241220P00270000,2024-10-31 19:15:33+00:00,270.0,0.15,0.0,4.8,0.0,0.0,30.0,104,0.8690198645019531,False,REGULAR,USD
DJX241220P00280000,2024-04-22 16:18:09+00:00,280.0,1.47,0.0,10.0,0.0,0.0,3.0,44,0.9675296215820313,False,REGULAR,USD
DJX241220P00285000,2024-10-07 18:30:01+00:00,285.0,0.42,0.0,0.14,0.0,0.0,10.0,114,0.5019581054687501,False,REGULAR,USD
DJX241220P00290000,2024-10-08 17:04:04+00:00,290.0,0.41,0.0,0.15,0.0,0.0,83.0,244,0.48730981445312505,False,REGULAR,USD
DJX241220P00295000,2024-06-17 13:30:13+00:00,295.0,0.16,0.0,0.0,0.0,0.0,1.0,25,0.2500075,False,REGULAR,USD
DJX241220P00300000,2024-08-01 13:40:50+00:00,300.0,0.69,0.0,4.8,0.0,0.0,1.0,4,0.7076445251464845,False,REGULAR,USD
DJX241220P00305000,2023-07-18 18:11:16+00:00,305.0,8.55,5.1,15.0,0.0,0.0,3.0,8,1.0108692034912108,False,REGULAR,USD
DJX241220P00310000,2024-08-21 14:23:00+00:00,310.0,1.08,0.0,4.8,0.0,0.0,9.0,2019,0.6567417138671876,False,REGULAR,USD
DJX241220P00320000,2024-10-15 14:22:38+00:00,320.0,0.45,0.0,4.8,0.0,0.0,1.0,4,0.6070595935058594,False,REGULAR,USD
DJX241220P00325000,2024-06-17 16:32:37+00:00,325.0,1.69,0.82,1.54,0.0,0.0,1.0,1,0.5012256909179689,False,REGULAR,USD
DJX241220P00330000,2024-10-31 13:49:14+00:00,330.0,0.64,0.0,4.8,0.0,0.0,40.0,308,0.5585371295166017,False,REGULAR,USD
DJX241220P00335000,2024-06-24 14:08:49+00:00,335.0,1.97,1.32,2.31,0.0,0.0,1.0,1,0.5013477600097658,False,REGULAR,USD
DJX241220P00340000,2024-10-31 13:55:55+00:00,340.0,0.86,0.0,4.8,0.0,0.0,120.0,142,0.5109301837158204,False,REGULAR,USD
DJX241220P00345000,2024-11-05 14:30:02+00:00,345.0,0.86,0.0,4.8,0.0,0.0,1.0,806,0.5880778497314454,False,REGULAR,USD
DJX241220P00350000,2024-09-27 13:31:02+00:00,350.0,1.0,0.01,10.0,0.0,0.0,25.0,0,0.5688519677734375,False,REGULAR,USD
DJX241220P00355000,2024-10-03 13:49:24+00:00,355.0,1.46,0.0,3.0,0.0,0.0,1.0,60,0.4674125524902344,False,REGULAR,USD
DJX241220P00360000,2024-11-06 14:30:05+00:00,360.0,0.65,0.0,4.8,0.0,0.0,25.0,1631,0.5092212164306642,False,REGULAR,USD
DJX241220P00365000,2024-11-04 15:14:50+00:00,365.0,1.15,0.0,4.8,0.0,0.0,10.0,310,0.4832204998779297,False,REGULAR,USD
DJX241220P00370000,2024-11-06 18:28:56+00:00,370.0,0.5,0.0,4.8,0.0,0.0,1.0,17,0.4572808178710938,False,REGULAR,USD
DJX241220P00375000,2024-11-06 20:29:29+00:00,375.0,0.57,0.0,0.8,0.0,0.0,1.0,63,0.26978269287109374,False,REGULAR,USD
DJX241220P00380000,2024-11-06 14:30:46+00:00,380.0,0.54,0.5,6.1,0.0,0.0,28.0,1544,0.4420221813964844,False,REGULAR,USD
DJX241220P00385000,2024-11-07 17:29:02+00:00,385.0,0.61,0.0,1.74,-1.16,-65.53672,1.0,19,0.27851063293457035,False,REGULAR,USD
DJX241220P00390000,2024-11-06 15:02:37+00:00,390.0,0.98,0.0,1.33,0.0,0.0,1.0,694,0.23975369628906246,False,REGULAR,USD
DJX241220P00395000,2024-10-31 19:54:48+00:00,395.0,3.4,0.0,4.8,0.0,0.0,2.0,134,0.32779602874755853,False,REGULAR,USD
DJX241220P00400000,2024-11-06 15:03:23+00:00,400.0,1.15,0.0,1.58,0.0,0.0,12.0,2548,0.20807676696777339,False,REGULAR,USD
DJX241220P00405000,2024-11-07 15:01:35+00:00,405.0,1.3,0.8,4.4,-3.7,-74.0,9.0,11,0.26547975738525387,False,REGULAR,USD
DJX241220P00410000,2024-11-05 16:41:56+00:00,410.0,4.86,0.0,4.8,0.0,0.0,1.0,2072,0.24817646362304688,False,REGULAR,USD
DJX241220P00415000,2024-11-07 17:29:02+00:00,415.0,1.81,0.01,2.07,-0.53999996,-22.978724,1.0,107,0.15656361022949222,False,REGULAR,USD
DJX241220P00420000,2024-11-06 16:15:36+00:00,420.0,3.0,0.01,2.59,0.0,0.0,6.0,1706,0.14508911560058596,False,REGULAR,USD
DJX241220P00425000,2024-11-07 17:39:46+00:00,425.0,3.1,0.01,3.35,-0.60000014,-16.21622,1.0,835,0.13477427734375003,False,REGULAR,USD
DJX241220P00430000,2024-11-07 20:16:42+00:00,430.0,3.85,0.57,10.0,-0.9000001,-18.94737,584.0,2011,0.22199264343261715,False,REGULAR,USD
DJX241220P00435000,2024-11-06 19:30:11+00:00,435.0,5.6,0.15,10.0,-0.8499999,-13.178294,2.0,27,0.18393760406494142,False,REGULAR,USD
DJX241220P00440000,2024-11-06 16:14:57+00:00,440.0,9.2,2.0,12.0,0.0,0.0,1.0,6,0.17438569763183598,True,REGULAR,USD
DJX241220P00445000,2024-11-06 18:18:26+00:00,445.0,11.0,5.0,15.0,0.0,0.0,5.0,16,0.1753012158203125,True,REGULAR,USD
DJX241220P00450000,2023-09-11 18:33:32+00:00,450.0,81.65,86.0,96.0,0.0,0.0,5.0,6,1.3884613096618652,True,REGULAR,USD
DJX241220P00460000,2024-07-18 16:27:30+00:00,460.0,44.5,43.0,53.0,0.0,0.0,1.0,11,0.5723004196166993,True,REGULAR,USD
DJX241220P00600000,2024-10-14 15:33:08+00:00,600.0,166.0,152.0,168.0,0.0,0.0,1.0,6,0.6891510577392579,True,REGULAR,USD
DJX250117P00350000,2024-10-31 19:31:51+00:00,350.0,1.58,0.0,4.8,0.0,0.0,,3,0.4390620059204102,False,REGULAR,USD
DJX250117P00385000,2024-11-06 14:30:02+00:00,385.0,1.21,0.53,4.35,0.0,0.0,20.0,50,0.2868113311767577,False,REGULAR,USD
DJX250117P00395000,2024-11-06 14:30:02+00:00,395.0,1.71,0.67,10.0,0.0,0.0,20.0,25,0.3508976043701171,False,REGULAR,USD
DJX250117P00410000,2024-11-04 18:06:03+00:00,410.0,2.5,1.78,10.0,-4.65,-65.034966,3.0,2,0.27829701202392576,False,REGULAR,USD
DJX250321P00200000,2024-06-04 19:08:49+00:00,200.0,0.5,0.0,1.12,0.0,0.0,1.0,1,0.5927775097656252,False,REGULAR,USD
DJX250321P00225000,2024-11-06 16:33:33+00:00,225.0,0.2,0.0,4.8,0.0,0.0,20.0,184,0.6533237792968751,False,REGULAR,USD
DJX250321P00250000,2024-03-22 13:35:31+00:00,250.0,1.3,0.01,2.97,0.0,0.0,1.0,1,0.5131884619140624,False,REGULAR,USD
DJX250321P00275000,2024-07-26 19:40:40+00:00,275.0,1.04,0.0,10.0,0.0,0.0,1.0,6,0.5702557623291016,False,REGULAR,USD
DJX250321P00280000,2024-09-27 19:48:28+00:00,280.0,1.0,0.01,10.0,0.0,0.0,1.0,3,0.5524947094726562,False,REGULAR,USD
DJX250321P00290000,2024-10-22 19:56:53+00:00,290.0,0.69,0.0,4.8,0.0,0.0,1.0,3,0.5118457019042968,False,REGULAR,USD
DJX250321P00300000,2024-10-01 17:55:13+00:00,300.0,1.1,0.0,4.8,0.0,0.0,3.0,100,0.478093598022461,False,REGULAR,USD
DJX250321P00310000,2024-06-14 13:30:01+00:00,310.0,2.65,0.0,4.15,0.0,0.0,,1,0.42828940856933595,False,REGULAR,USD
DJX250321P00325000,2024-10-01 17:48:34+00:00,325.0,1.7,0.0,4.8,0.0,0.0,2.0,4,0.39740592834472654,False,REGULAR,USD
DJX250321P00340000,2024-10-31 13:46:16+00:00,340.0,2.14,0.0,4.8,0.0,0.0,45.0,120,0.35095863891601553,False,REGULAR,USD
DJX250321P00350000,2024-11-06 14:30:04+00:00,350.0,1.52,0.01,10.0,0.0,0.0,2.0,13,0.41199318481445313,False,REGULAR,USD
DJX250321P00355000,2024-11-06 14:30:51+00:00,355.0,1.61,0.01,10.0,0.0,0.0,30.0,40,0.3945067874145508,False,REGULAR,USD
DJX250321P00360000,2024-09-26 15:29:11+00:00,360.0,3.0,0.01,10.0,0.0,0.0,50.0,110,0.37711194183349606,False,REGULAR,USD
DJX250321P00365000,2024-09-06 14:44:54+00:00,365.0,5.55,0.25,10.0,0.0,0.0,1.0,0,0.359808648071289,False,REGULAR,USD
DJX250321P00370000,2024-07-31 13:52:35+00:00,370.0,4.95,1.24,10.0,0.0,0.0,20.0,20,0.3425358715820312,False,REGULAR,USD
DJX250321P00375000,2024-09-11 13:59:58+00:00,375.0,6.55,3.15,3.85,0.0,0.0,,11,0.22925575439453127,False,REGULAR,USD
DJX250321P00380000,2024-10-04 17:31:30+00:00,380.0,4.6,1.1,10.0,0.0,0.0,1.0,150,0.30811238769531246,False,REGULAR,USD
DJX250321P00385000,2024-09-27 17:45:33+00:00,385.0,4.8,1.2,10.0,0.0,0.0,20.0,20,0.29088538711547846,False,REGULAR,USD
DJX250321P00390000,2024-11-05 15:24:18+00:00,390.0,5.4,0.02,10.0,0.0,0.0,12.0,20,0.27362786926269533,False,REGULAR,USD
DJX250321P00395000,2024-10-17 16:42:24+00:00,395.0,4.6,1.16,10.0,0.0,0.0,25.0,25,0.2562635409545898,False,REGULAR,USD
DJX250321P00400000,2024-11-06 14:30:07+00:00,400.0,4.1,0.09,10.0,0.0,0.0,6.0,33,0.23880766082763671,False,REGULAR,USD
DJX250321P00405000,2024-09-11 18:39:59+00:00,405.0,12.7,6.45,7.3,0.0,0.0,,5,0.18912554046630858,False,REGULAR,USD
DJX250321P00410000,2024-11-07 21:06:07+00:00,410.0,4.8,3.25,10.0,-4.0999994,-46.06741,1.0,1,0.20328555511474605,False,REGULAR,USD
DJX250321P00420000,2024-11-06 20:14:13+00:00,420.0,6.5,2.05,12.0,0.0,0.0,2.0,20,0.18705036590576174,False,REGULAR,USD
DJX250321P00425000,2024-10-04 13:30:18+00:00,425.0,13.9,10.0,20.0,0.0,0.0,1.0,6,0.2457961163330078,False,REGULAR,USD
DJX250321P00430000,2024-11-01 19:23:44+00:00,430.0,15.6,4.0,14.0,0.0,0.0,1.0,1,0.16555094711303714,False,REGULAR,USD
DJX250321P00440000,2024-06-25 14:00:48+00:00,440.0,38.1,31.75,41.75,0.0,0.0,1.0,0,0.3803620314025879,True,REGULAR,USD
DJX250321P00450000,2024-10-10 18:49:08+00:00,450.0,25.15,11.0,21.0,0.0,0.0,1.0,7,0.12760271820068358,True,REGULAR,USD
DJX250321P00475000,2024-10-15 19:08:46+00:00,475.0,41.85,29.0,39.0,0.0,0.0,1.0,1,0.10431803894042967,True,REGULAR,USD
DJX250620P00150000,2024-08-05 15:50:18+00:00,150.0,2.0,0.0,9.6,0.0,0.0,,1,0.893555751953125,False,REGULAR,USD
DJX250620P00200000,2024-08-05 15:51:36+00:00,200.0,1.3,0.0,9.6,0.0,0.0,,1,0.6759065612792969,False,REGULAR,USD
DJX250620P00220000,2024-02-23 14:56:08+00:00,220.0,0.9,0.0,9.6,0.0,0.0,2.0,2,0.6043740734863283,False,REGULAR,USD
DJX250620P00270000,2024-08-19 13:30:08+00:00,270.0,2.9,0.0,9.6,0.0,0.0,1.0,11,0.5470321176147462,False,REGULAR,USD
DJX250620P00305000,2024-04-26 17:55:52+00:00,305.0,5.0,0.37,4.7,0.0,0.0,1.0,1,0.35474278076171867,False,REGULAR,USD
DJX250620P00340000,2024-08-29 18:11:07+00:00,340.0,3.3,0.01,10.0,0.0,0.0,5.0,2005,0.34574018524169914,False,REGULAR,USD
DJX250620P00345000,2024-07-24 19:28:27+00:00,345.0,5.6,0.0,10.0,0.0,0.0,1.0,3,0.3320379296875,False,REGULAR,USD
DJX250620P00355000,2024-07-25 13:34:54+00:00,355.0,14.65,0.0,10.0,0.0,0.0,25.0,19,0.30493859130859374,False,REGULAR,USD
DJX250620P00370000,2024-09-24 18:29:09+00:00,370.0,6.05,4.45,5.35,0.0,0.0,40.0,9,0.20926694061279294,False,REGULAR,USD
DJX250620P00380000,2024-09-26 15:27:18+00:00,380.0,5.9,1.5,11.0,0.0,0.0,20.0,21,0.24843586044311522,False,REGULAR,USD
DJX250620P00385000,2024-09-27 17:50:07+00:00,385.0,7.0,2.0,12.0,0.0,0.0,15.0,16,0.24463645996093752,False,REGULAR,USD
DJX250620P00390000,2024-08-02 15:27:24+00:00,390.0,20.75,4.0,14.0,0.0,0.0,1.0,222,0.2493666372680664,False,REGULAR,USD
DJX250620P00400000,2024-06-24 17:05:04+00:00,400.0,16.05,11.0,21.0,0.0,0.0,,350,0.27983813430786125,False,REGULAR,USD
DJX250620P00410000,2024-09-27 14:25:47+00:00,410.0,10.7,7.0,17.0,0.0,0.0,1.0,0,0.2154466883850098,False,REGULAR,USD
DJX250620P00500000,2024-06-20 17:01:34+00:00,500.0,89.0,76.0,86.0,0.0,0.0,,2,0.32996275512695306,True,REGULAR,USD
DJX250620P00570000,2024-06-20 16:59:24+00:00,570.0,152.0,139.0,155.0,0.0,0.0,,1,0.4438074418640136,True,REGULAR,USD
DJX250620P00600000,2024-06-24 15:57:20+00:00,600.0,180.18,171.0,187.0,0.0,0.0,,5,0.5047199186706541,True,REGULAR,USD
DJX250919P00380000,2024-10-31 14:21:22+00:00,380.0,8.9,1.0,11.0,0.0,0.0,,2,0.20978573425292968,False,REGULAR,USD
DJX251219P00100000,2024-09-19 17:51:25+00:00,100.0,0.14,0.0,0.0,0.0,0.0,50.0,175,0.2500075,False,REGULAR,USD
DJX251219P00110000,2023-10-25 17:23:26+00:00,110.0,0.28,0.0,1.28,0.0,0.0,,0,0.5925333715820313,False,REGULAR,USD
DJX251219P00130000,2023-12-27 18:52:18+00:00,130.0,0.55,0.0,9.6,0.0,0.0,,3,0.7470118072509766,False,REGULAR,USD
DJX251219P00170000,2023-08-01 20:01:45+00:00,170.0,4.2,0.0,4.4,0.0,0.0,1.0,4,0.5058032818603515,False,REGULAR,USD
DJX251219P00180000,2023-12-27 18:50:26+00:00,180.0,0.84,0.0,9.6,0.0,0.0,6.0,7,0.5620771331787109,False,REGULAR,USD
DJX251219P00230000,2024-11-05 18:33:58+00:00,230.0,1.0,0.0,9.6,0.0,0.0,3.0,3,0.5112658737182617,False,REGULAR,USD
DJX251219P00250000,2024-05-02 17:56:24+00:00,250.0,1.19,0.0,9.6,0.0,0.0,,1000,0.4572197833251954,False,REGULAR,USD
DJX251219P00255000,2023-08-18 15:55:11+00:00,255.0,7.8,1.4,11.0,0.0,0.0,3.0,3,0.4635978933715821,False,REGULAR,USD
DJX251219P00265000,2023-12-04 16:19:46+00:00,265.0,4.5,0.02,9.55,0.0,0.0,1.0,4,0.41867646759033206,False,REGULAR,USD
DJX251219P00270000,2024-10-31 13:30:02+00:00,270.0,2.02,0.0,8.1,0.0,0.0,1.0,2,0.3866638482666015,False,REGULAR,USD
DJX251219P00300000,2024-01-25 14:30:14+00:00,300.0,5.9,0.0,10.0,0.0,0.0,1.0,1,0.3425358715820312,False,REGULAR,USD
DJX251219P00305000,2024-02-09 15:53:57+00:00,305.0,7.45,1.0,11.0,0.0,0.0,,1,0.3424748370361328,False,REGULAR,USD
DJX251219P00320000,2024-01-09 14:30:06+00:00,320.0,20.25,0.0,0.0,0.0,0.0,10.0,10,0.062509375,False,REGULAR,USD
DJX251219P00325000,2024-08-20 14:02:52+00:00,325.0,4.97,3.6,5.2,0.0,0.0,1.0,2,0.2339248971557617,False,REGULAR,USD
DJX251219P00330000,2024-01-09 14:30:06+00:00,330.0,19.85,0.0,0.0,0.0,0.0,10.0,10,0.062509375,False,REGULAR,USD
DJX251219P00335000,2024-10-11 14:47:01+00:00,335.0,5.0,0.01,10.0,0.0,0.0,5.0,5,0.2676464837646484,False,REGULAR,USD
DJX251219P00340000,2023-04-20 16:34:54+00:00,340.0,28.53,26.0,36.0,0.0,0.0,400.0,401,0.4633690138244629,False,REGULAR,USD
DJX251219P00345000,2024-03-15 18:55:25+00:00,345.0,9.9,7.0,17.0,0.0,0.0,,1,0.30727316268920896,False,REGULAR,USD
DJX251219P00350000,2023-10-30 17:19:04+00:00,350.0,29.89,15.0,25.0,0.0,0.0,500.0,500,0.356528041229248,False,REGULAR,USD
DJX251219P00355000,2024-07-24 19:33:30+00:00,355.0,9.2,3.0,13.0,0.0,0.0,1.0,3,0.2525404336547852,False,REGULAR,USD
DJX251219P00360000,2024-10-28 13:38:37+00:00,360.0,6.83,0.01,10.0,0.0,0.0,,254,0.21697255203247068,False,REGULAR,USD
DJX251219P00380000,2024-04-24 19:54:38+00:00,380.0,17.2,10.7,18.85,0.0,0.0,,2,0.240943869934082,False,REGULAR,USD
DJX251219P00390000,2024-10-29 19:04:34+00:00,390.0,10.9,3.0,13.0,0.0,0.0,,1,0.1787496676635742,False,REGULAR,USD
DJX251219P00400000,2024-11-04 15:04:19+00:00,400.0,14.0,5.0,15.0,0.0,0.0,2.0,50,0.17052526260375983,False,REGULAR,USD
DJX251219P00430000,2024-08-30 18:41:10+00:00,430.0,25.53,18.0,28.0,0.0,0.0,20.0,20,0.17265384239196782,False,REGULAR,USD
DJX251219P00460000,2024-09-18 13:30:02+00:00,460.0,40.7,0.0,0.0,0.0,0.0,,2,1.0000000000000003e-05,True,REGULAR,USD
DJX251219P00600000,2023-12-20 18:53:05+00:00,600.0,186.11,175.0,191.0,0.0,0.0,,6,0.4012434754180908,True,REGULAR,USD
DJX260618P00275000,2024-06-24 16:46:11+00:00,275.0,3.7,0.01,10.0,0.0,0.0,,30,0.3331975860595704,False,REGULAR,USD
DJX260618P00300000,2024-10-04 16:35:49+00:00,300.0,4.2,0.0,9.6,0.0,0.0,2.0,2,0.2812877047729492,False,REGULAR,USD
DJX260618P00325000,2024-09-04 19:51:00+00:00,325.0,9.9,1.0,11.0,0.0,0.0,1.0,0,0.24849689498901367,False,REGULAR,USD
DJX260618P00350000,2024-08-06 14:39:48+00:00,350.0,17.5,5.0,15.0,0.0,0.0,3.0,10,0.23288730987548828,False,REGULAR,USD
DJX260618P00390000,2024-09-17 19:05:49+00:00,390.0,17.04,8.0,18.0,0.0,0.0,,10,0.17684233810424804,False,REGULAR,USD
DJX260618P00400000,2024-06-25 16:40:56+00:00,400.0,23.17,19.0,29.0,0.0,0.0,,450,0.21407341110229489,False,REGULAR,USD
DJX261218P00100000,2024-04-23 13:30:02+00:00,100.0,0.5,0.0,0.0,0.0,0.0,1.0,2,0.2500075,False,REGULAR,USD
DJX261218P00260000,2024-10-23 13:30:02+00:00,260.0,2.14,0.0,9.6,0.0,0.0,,1,0.31391066955566405,False,REGULAR,USD
DJX261218P00265000,2024-10-30 13:30:01+00:00,265.0,3.15,0.0,9.6,0.0,0.0,,1,0.30490807403564457,False,REGULAR,USD
DJX261218P00270000,2024-04-17 15:34:02+00:00,270.0,6.8,0.0,8.35,0.0,0.0,1.0,10,0.2836985693359374,False,REGULAR,USD
DJX261218P00300000,2024-10-15 13:45:36+00:00,300.0,5.6,0.01,10.0,0.0,0.0,,1,0.2490767231750488,False,REGULAR,USD
DJX261218P00310000,2024-01-23 16:36:35+00:00,310.0,9.8,5.0,15.0,0.0,0.0,1.0,1,0.27017941741943363,False,REGULAR,USD
DJX261218P00315000,2024-01-23 17:11:58+00:00,315.0,11.0,5.0,15.0,0.0,0.0,2.0,2,0.26154302917480465,False,REGULAR,USD
DJX261218P00320000,2024-01-23 16:55:39+00:00,320.0,11.5,6.0,16.0,0.0,0.0,1.0,11,0.25965095825195317,False,REGULAR,USD
DJX261218P00330000,2024-01-09 14:30:06+00:00,330.0,20.25,0.0,0.0,0.0,0.0,,10,0.0312596875,False,REGULAR,USD
DJX261218P00380000,2024-10-15 19:56:46+00:00,380.0,13.25,7.0,17.0,0.0,0.0,1.0,501,0.16596293029785159,False,REGULAR,USD
DJX261218P00500000,2024-09-16 16:14:58+00:00,500.0,74.0,51.0,61.0,0.0,0.0,,1,1.0000000000000003e-05,True,REGULAR,USD
DJX261218P00520000,2024-10-28 13:30:02+00:00,520.0,72.75,56.0,66.0,0.0,0.0,1.0,2,1.0000000000000003e-05,True,REGULAR,USD
