contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,maturity
NVDA241108C00086000,2024-11-08 17:43:39+00:00,86.0,61.51,59.6,62.95,11.639999,23.340687,2.0,9.0,7.068360539550782,True,REGULAR,USD,2024-11-08
NVDA241108C00087000,2024-11-04 15:29:43+00:00,87.0,51.0,58.6,61.95,0.0,0.0,1.0,42.0,6.941407573242188,True,REGULAR,USD,2024-11-08
NVDA241108C00088000,2024-10-31 19:52:10+00:00,88.0,46.2,57.6,60.95,0.0,0.0,86.0,87.0,6.816407729492187,True,REGULAR,USD,2024-11-08
NVDA241108C00089000,2024-10-31 17:39:31+00:00,89.0,44.2,56.6,59.95,0.0,0.0,57.0,57.0,6.693361008300783,True,REGULAR,USD,2024-11-08
NVDA241108C00090000,2024-11-08 20:21:29+00:00,90.0,57.25,55.85,58.95,1.0400009,1.8502063,103.0,263.0,6.570314287109376,True,REGULAR,USD,2024-11-08
NVDA241108C00091000,2024-11-06 17:19:34+00:00,91.0,54.05,54.65,57.95,0.0,0.0,2.0,136.0,6.449220688476563,True,REGULAR,USD,2024-11-08
NVDA241108C00092000,2024-11-04 15:11:38+00:00,92.0,53.92,53.6,56.95,0.0,0.0,2.0,184.0,6.330080212402344,True,REGULAR,USD,2024-11-08
NVDA241108C00093000,2024-11-05 18:46:20+00:00,93.0,46.42,52.65,55.95,0.0,0.0,1.0,170.0,6.210939736328125,True,REGULAR,USD,2024-11-08
NVDA241108C00094000,2024-11-08 14:43:38+00:00,94.0,54.62,51.6,54.95,0.61999893,1.1481462,10.0,102.0,6.093752382812499,True,REGULAR,USD,2024-11-08
NVDA241108C00095000,2024-11-08 19:52:10+00:00,95.0,52.07,50.85,53.95,-1.5,-2.8000746,27.0,113.0,5.976565029296875,True,REGULAR,USD,2024-11-08
NVDA241108C00096000,2024-11-08 18:39:07+00:00,96.0,51.7,49.65,52.95,-0.049999237,-0.09661689,25.0,78.0,5.861330798339844,True,REGULAR,USD,2024-11-08
NVDA241108C00097000,2024-11-08 16:45:20+00:00,97.0,50.4,48.6,51.95,-1.2999992,-2.5145051,100.0,388.0,5.746096567382812,True,REGULAR,USD,2024-11-08
NVDA241108C00098000,2024-11-06 18:00:19+00:00,98.0,47.6,49.45,50.45,0.0,0.0,100.0,203.0,4.20312974609375,True,REGULAR,USD,2024-11-08
NVDA241108C00099000,2024-11-07 16:33:31+00:00,99.0,49.2,47.85,49.4,0.0,0.0,1.0,188.0,4.871097661132811,True,REGULAR,USD,2024-11-08
NVDA241108C00100000,2024-11-08 20:48:55+00:00,100.0,47.4,45.85,48.95,-0.48999786,-1.0231737,166.0,1211.0,5.408206364746093,True,REGULAR,USD,2024-11-08
NVDA241108C00101000,2024-11-08 14:59:27+00:00,101.0,47.57,46.45,47.95,0.8499985,1.819346,5.0,86.0,4.384770144042968,True,REGULAR,USD,2024-11-08
NVDA241108C00102000,2024-11-08 16:32:03+00:00,102.0,45.5,43.6,46.95,-1.0600014,-2.2766352,1.0,244.0,5.187503515625,True,REGULAR,USD,2024-11-08
NVDA241108C00103000,2024-11-07 20:30:45+00:00,103.0,45.3,44.45,45.95,0.0,0.0,5.0,143.0,4.195317255859376,True,REGULAR,USD,2024-11-08
NVDA241108C00104000,2024-11-08 20:06:53+00:00,104.0,43.15,42.7,44.55,-1.0999985,-2.4858723,553.0,568.0,4.550785561523437,True,REGULAR,USD,2024-11-08
NVDA241108C00105000,2024-11-08 20:06:12+00:00,105.0,42.1,42.45,43.95,2.1499977,5.3817215,53.0,258.0,4.007817490234375,True,REGULAR,USD,2024-11-08
NVDA241108C00106000,2024-11-08 20:54:30+00:00,106.0,41.75,40.9,42.95,-0.27999878,-0.66618794,12.0,188.0,3.449220126953125,True,REGULAR,USD,2024-11-08
NVDA241108C00107000,2024-11-08 20:04:55+00:00,107.0,40.1,40.35,41.15,-1.1800003,-2.858528,265.0,370.0,2.9140652148437503,True,REGULAR,USD,2024-11-08
NVDA241108C00108000,2024-11-08 19:44:55+00:00,108.0,39.25,37.6,40.4,-1.1199989,-2.774335,74.0,169.0,3.9843750390625,True,REGULAR,USD,2024-11-08
NVDA241108C00109000,2024-11-08 19:25:07+00:00,109.0,38.15,37.85,39.45,-1.0999985,-2.8025439,82.0,131.0,2.2187544531249994,True,REGULAR,USD,2024-11-08
NVDA241108C00110000,2024-11-08 20:23:04+00:00,110.0,37.2,36.9,38.35,-1.3499985,-3.5019417,118.0,513.0,3.7363287841796877,True,REGULAR,USD,2024-11-08
NVDA241108C00111000,2024-11-08 20:25:18+00:00,111.0,36.39,34.6,37.95,-1.1199989,-2.9858677,44.0,111.0,4.232426584472656,True,REGULAR,USD,2024-11-08
NVDA241108C00112000,2024-11-08 20:08:58+00:00,112.0,35.17,35.35,36.95,-0.83000183,-2.3055606,135.0,181.0,3.3046892382812496,True,REGULAR,USD,2024-11-08
NVDA241108C00113000,2024-11-08 20:40:32+00:00,113.0,34.35,32.6,35.95,-1.4000015,-3.916088,40.0,148.0,4.027348715820313,True,REGULAR,USD,2024-11-08
NVDA241108C00114000,2024-11-08 20:00:45+00:00,114.0,33.0,33.15,34.1,-1.0699997,-3.140592,17.0,141.0,3.0664085839843747,True,REGULAR,USD,2024-11-08
NVDA241108C00115000,2024-11-08 20:43:57+00:00,115.0,32.5,31.6,33.35,-1.4000015,-4.129798,268.0,612.0,3.275392436523437,True,REGULAR,USD,2024-11-08
NVDA241108C00116000,2024-11-08 20:56:20+00:00,116.0,31.62,30.8,32.95,-1.0300007,-3.1546726,106.0,277.0,2.550784873046875,True,REGULAR,USD,2024-11-08
NVDA241108C00117000,2024-11-08 20:41:21+00:00,117.0,30.29,28.65,31.95,-1.1799984,-3.7495978,45.0,347.0,3.6230478173828127,True,REGULAR,USD,2024-11-08
NVDA241108C00118000,2024-11-08 20:51:28+00:00,118.0,29.45,27.6,30.95,-1.3099995,-4.2587757,143.0,1874.0,3.5224621313476563,True,REGULAR,USD,2024-11-08
NVDA241108C00119000,2024-11-08 20:28:48+00:00,119.0,28.29,27.8,29.15,-1.0099983,-3.4470932,116.0,837.0,2.7031282421875,True,REGULAR,USD,2024-11-08
NVDA241108C00120000,2024-11-08 20:59:53+00:00,120.0,27.55,26.8,28.45,-0.8900013,-3.1293998,658.0,2447.0,2.9199245751953127,True,REGULAR,USD,2024-11-08
NVDA241108C00121000,2024-11-08 19:56:20+00:00,121.0,25.92,25.3,27.45,-1.5799999,-5.7454543,279.0,622.0,2.8300810498046873,True,REGULAR,USD,2024-11-08
NVDA241108C00122000,2024-11-08 20:31:46+00:00,122.0,25.2,23.6,26.95,-1.5499992,-5.7943897,113.0,1475.0,3.1269553076171874,True,REGULAR,USD,2024-11-08
NVDA241108C00123000,2024-11-08 20:58:26+00:00,123.0,24.7,24.1,25.55,-0.1799984,-0.7234663,156.0,669.0,1.9375003125,True,REGULAR,USD,2024-11-08
NVDA241108C00124000,2024-11-08 20:53:49+00:00,124.0,23.67,22.45,24.6,-0.6800003,-2.792609,233.0,1561.0,2.6787142407226563,True,REGULAR,USD,2024-11-08
NVDA241108C00125000,2024-11-08 20:57:57+00:00,125.0,22.66,22.15,23.4,-0.7900009,-3.3688738,1497.0,2728.0,1.703126484375,True,REGULAR,USD,2024-11-08
NVDA241108C00126000,2024-11-08 20:58:54+00:00,126.0,21.63,21.35,22.45,-0.5700016,-2.5675747,480.0,2418.0,1.8339852050781247,True,REGULAR,USD,2024-11-08
NVDA241108C00127000,2024-11-08 20:44:34+00:00,127.0,20.22,19.85,21.6,-1.6800003,-7.6712346,418.0,1716.0,1.4570339648437498,True,REGULAR,USD,2024-11-08
NVDA241108C00128000,2024-11-08 20:53:35+00:00,128.0,19.7,18.9,20.55,-0.8599987,-4.1828732,842.0,3533.0,1.3906280468749999,True,REGULAR,USD,2024-11-08
NVDA241108C00129000,2024-11-08 20:47:01+00:00,129.0,18.7,17.65,19.4,-1.2999992,-6.6258883,453.0,1668.0,2.0742235644531246,True,REGULAR,USD,2024-11-08
NVDA241108C00130000,2024-11-08 20:58:54+00:00,130.0,17.65,17.1,18.15,-1.0599995,-5.665417,7994.0,6482.0,1.7880869970703124,True,REGULAR,USD,2024-11-08
NVDA241108C00131000,2024-11-08 20:55:35+00:00,131.0,16.5,16.0,16.75,-1.1499996,-6.5155787,3842.0,2295.0,1.2460975195312498,True,REGULAR,USD,2024-11-08
NVDA241108C00132000,2024-11-08 20:59:54+00:00,132.0,15.62,15.45,16.35,-1.3300009,-7.846613,6149.0,3657.0,1.3867218164062498,True,REGULAR,USD,2024-11-08
NVDA241108C00133000,2024-11-08 20:52:59+00:00,133.0,14.6,13.85,15.5,-1.3999996,-8.749998,774.0,9132.0,0.9492192578124999,True,REGULAR,USD,2024-11-08
NVDA241108C00134000,2024-11-08 20:55:43+00:00,134.0,13.63,13.45,14.8,-1.3699999,-9.188463,1088.0,4379.0,1.4375028125,True,REGULAR,USD,2024-11-08
NVDA241108C00135000,2024-11-08 20:57:25+00:00,135.0,12.65,12.15,13.45,-1.3500004,-9.691316,4270.0,8887.0,1.05078599609375,True,REGULAR,USD,2024-11-08
NVDA241108C00136000,2024-11-08 20:59:44+00:00,136.0,11.6,11.0,12.5,-1.2999992,-10.077514,8786.0,10614.0,0.914063359375,True,REGULAR,USD,2024-11-08
NVDA241108C00137000,2024-11-08 20:57:57+00:00,137.0,10.48,9.45,10.75,-1.5200005,-12.489733,1266.0,11381.0,0.8476577734374999,True,REGULAR,USD,2024-11-08
NVDA241108C00138000,2024-11-08 20:58:48+00:00,138.0,9.61,9.1,10.55,-1.4000006,-12.669688,1792.0,14711.0,0.867188828125,True,REGULAR,USD,2024-11-08
NVDA241108C00139000,2024-11-08 20:59:56+00:00,139.0,8.64,8.45,9.5,-1.3099995,-13.165823,1475.0,8473.0,0.9179695703125,True,REGULAR,USD,2024-11-08
NVDA241108C00140000,2024-11-08 20:59:58+00:00,140.0,7.6,7.5,8.0,-1.4200006,-15.7428,21362.0,113963.0,0.6445348046875,True,REGULAR,USD,2024-11-08
NVDA241108C00141000,2024-11-08 20:59:03+00:00,141.0,6.6,6.5,6.75,-1.4000001,-17.543861,9476.0,13282.0,0.5742230078125,True,REGULAR,USD,2024-11-08
NVDA241108C00142000,2024-11-08 20:59:08+00:00,142.0,5.62,5.45,5.75,-1.48,-20.84507,7440.0,15618.0,0.50586431640625,True,REGULAR,USD,2024-11-08
NVDA241108C00143000,2024-11-08 20:59:10+00:00,143.0,4.59,4.45,4.7,-1.4099998,-23.460897,7157.0,15323.0,0.38281867187499996,True,REGULAR,USD,2024-11-08
NVDA241108C00144000,2024-11-08 20:59:46+00:00,144.0,3.55,3.5,3.75,-1.45,-28.71287,10892.0,23352.0,0.36035795898437495,True,REGULAR,USD,2024-11-08
NVDA241108C00145000,2024-11-08 20:59:59+00:00,145.0,2.55,2.52,2.74,-1.5000002,-37.037045,40178.0,45000.0,0.27735097656249996,True,REGULAR,USD,2024-11-08
NVDA241108C00146000,2024-11-08 20:59:58+00:00,146.0,1.62,1.5,1.78,-1.63,-50.153847,44178.0,23565.0,0.21973436523437498,True,REGULAR,USD,2024-11-08
NVDA241108C00147000,2024-11-08 20:59:58+00:00,147.0,0.62,0.56,0.77,-1.7800001,-73.25103,168151.0,110056.0,0.1211025390625,True,REGULAR,USD,2024-11-08
NVDA241108C00148000,2024-11-08 20:59:59+00:00,148.0,0.02,0.01,0.02,-1.61,-98.773,249829.0,46799.0,0.04102521484375,False,REGULAR,USD,2024-11-08
NVDA241108C00149000,2024-11-08 20:59:33+00:00,149.0,0.01,0.0,0.01,-1.0600001,-99.06542,128526.0,29856.0,0.0976652734375,False,REGULAR,USD,2024-11-08
NVDA241108C00150000,2024-11-08 20:59:58+00:00,150.0,0.01,0.0,0.01,-0.62,-98.4127,182284.0,163515.0,0.15235222656250003,False,REGULAR,USD,2024-11-08
NVDA241108C00152500,2024-11-08 20:59:58+00:00,152.5,0.01,0.0,0.01,-0.11,-91.66667,54501.0,53764.0,0.28125718749999995,False,REGULAR,USD,2024-11-08
NVDA241108C00155000,2024-11-08 20:49:48+00:00,155.0,0.01,0.0,0.01,-0.02,-66.66667,28935.0,51882.0,0.398443515625,False,REGULAR,USD,2024-11-08
NVDA241108C00157500,2024-11-08 20:47:50+00:00,157.5,0.01,0.0,0.01,0.0,0.0,2495.0,8243.0,0.507817421875,False,REGULAR,USD,2024-11-08
NVDA241108C00160000,2024-11-08 20:36:11+00:00,160.0,0.01,0.0,0.01,0.0,0.0,1403.0,19154.0,0.5625043750000001,False,REGULAR,USD,2024-11-08
NVDA241108C00162500,2024-11-08 20:44:37+00:00,162.5,0.01,0.0,0.01,0.0,0.0,170.0,3440.0,0.6562534375000001,False,REGULAR,USD,2024-11-08
NVDA241108C00165000,2024-11-08 20:48:02+00:00,165.0,0.01,0.0,0.01,0.0,0.0,1369.0,5479.0,0.7500025,False,REGULAR,USD,2024-11-08
NVDA241108C00167500,2024-11-08 18:09:09+00:00,167.5,0.01,0.0,0.01,0.0,0.0,20.0,3664.0,0.8437515624999999,False,REGULAR,USD,2024-11-08
NVDA241108C00170000,2024-11-08 20:03:01+00:00,170.0,0.01,0.0,0.01,0.0,0.0,46.0,6048.0,0.937500625,False,REGULAR,USD,2024-11-08
NVDA241108C00172500,2024-11-06 14:45:32+00:00,172.5,0.01,0.0,0.01,0.0,0.0,202.0,1153.0,1.0312548437500002,False,REGULAR,USD,2024-11-08
NVDA241108C00175000,2024-11-08 19:14:22+00:00,175.0,0.01,0.0,0.01,0.0,0.0,1.0,3036.0,1.125004375,False,REGULAR,USD,2024-11-08
NVDA241108C00180000,2024-11-08 20:06:25+00:00,180.0,0.01,0.0,0.01,0.0,0.0,2.0,2459.0,1.2812535937499998,False,REGULAR,USD,2024-11-08
NVDA241108C00185000,2024-11-07 15:33:44+00:00,185.0,0.01,0.0,0.01,0.0,0.0,6.0,4762.0,1.4375028125,False,REGULAR,USD,2024-11-08
NVDA241108C00190000,2024-11-07 18:47:09+00:00,190.0,0.01,0.0,0.01,0.0,0.0,2.0,1974.0,1.5937520312499998,False,REGULAR,USD,2024-11-08
NVDA241108C00195000,2024-11-07 17:03:28+00:00,195.0,0.01,0.0,0.01,0.0,0.0,1.0,7853.0,1.75000125,False,REGULAR,USD,2024-11-08
NVDA241108C00200000,2024-11-08 15:12:13+00:00,200.0,0.01,0.0,0.01,0.0,0.0,1.0,2258.0,1.875000625,False,REGULAR,USD,2024-11-08
NVDA241108C00205000,2024-11-08 20:05:48+00:00,205.0,0.01,0.0,0.01,0.0,0.0,12.0,951.0,2.000005,False,REGULAR,USD,2024-11-08
NVDA241115C00000500,2024-11-08 17:48:09+00:00,0.5,147.08,146.3,147.5,0.38000488,0.25903538,1.0,11789.0,29.500000781249998,True,REGULAR,USD,2024-11-15
NVDA241115C00001000,2024-11-04 20:03:10+00:00,1.0,136.89,145.65,147.5,0.0,0.0,10.0,690.0,32.37500494140625,True,REGULAR,USD,2024-11-15
NVDA241115C00001500,2024-09-16 14:43:51+00:00,1.5,115.4,131.35,131.65,0.0,0.0,1.0,1.0,1.0000000000000003e-05,True,REGULAR,USD,2024-11-15
NVDA241115C00002000,2024-07-05 15:02:45+00:00,2.0,124.36,104.35,106.4,0.0,0.0,2.0,2.0,1.0000000000000003e-05,True,REGULAR,USD,2024-11-15
NVDA241115C00003000,2024-08-08 13:32:39+00:00,3.0,98.4,95.5,102.25,0.0,0.0,1.0,3.0,1.0000000000000003e-05,True,REGULAR,USD,2024-11-15
NVDA241115C00003500,2024-06-06 13:55:05+00:00,3.5,116.6,122.2,123.0,0.0,0.0,,10.0,1.0000000000000003e-05,True,REGULAR,USD,2024-11-15
NVDA241115C00004000,2024-09-16 14:43:21+00:00,4.0,113.0,128.9,129.35,0.0,0.0,1.0,115.0,1.0000000000000003e-05,True,REGULAR,USD,2024-11-15
NVDA241115C00004500,2024-09-16 14:43:27+00:00,4.5,112.45,128.4,128.85,0.0,0.0,,1.0,1.0000000000000003e-05,True,REGULAR,USD,2024-11-15
NVDA241115C00005000,2024-10-10 18:02:50+00:00,5.0,129.63,141.75,143.45,0.0,0.0,3.0,20.0,14.015626240234376,True,REGULAR,USD,2024-11-15
NVDA241115C00006000,2024-09-18 18:35:54+00:00,6.0,111.2,131.7,132.3,0.0,0.0,,3.0,1.0000000000000003e-05,True,REGULAR,USD,2024-11-15
NVDA241115C00007000,2024-09-18 18:35:54+00:00,7.0,110.21,130.7,131.35,0.0,0.0,,4.0,1.0000000000000003e-05,True,REGULAR,USD,2024-11-15
NVDA241115C00007500,2024-10-28 17:02:43+00:00,7.5,133.19,139.25,141.0,0.0,0.0,10.0,10.0,12.054689965820314,True,REGULAR,USD,2024-11-15
NVDA241115C00008500,2024-10-15 15:35:46+00:00,8.5,123.77,138.25,140.0,0.0,0.0,2.0,42.0,11.437502851562499,True,REGULAR,USD,2024-11-15
NVDA241115C00009000,2024-10-15 15:35:46+00:00,9.0,123.24,137.75,139.5,0.0,0.0,2.0,43.0,11.16406552246094,True,REGULAR,USD,2024-11-15
NVDA241115C00009500,2024-10-30 15:52:00+00:00,9.5,130.46,137.25,139.0,0.0,0.0,2.0,3.0,10.906253183593751,True,REGULAR,USD,2024-11-15
NVDA241115C00010000,2024-11-06 20:02:28+00:00,10.0,137.35,136.75,138.45,0.8500061,0.6227151,4.0,11.0,10.53906591308594,True,REGULAR,USD,2024-11-15
NVDA241115C00012000,2024-09-20 14:37:06+00:00,12.0,105.27,125.75,126.3,0.0,0.0,82.0,122.0,1.0000000000000003e-05,True,REGULAR,USD,2024-11-15
NVDA241115C00013000,2024-08-08 19:50:01+00:00,13.0,92.3,86.0,93.05,0.0,0.0,,2.0,1.0000000000000003e-05,True,REGULAR,USD,2024-11-15
NVDA241115C00014000,2024-07-31 14:06:37+00:00,14.0,101.5,103.15,107.2,0.0,0.0,1.0,1.0,1.0000000000000003e-05,True,REGULAR,USD,2024-11-15
NVDA241115C00015000,2024-11-08 16:38:15+00:00,15.0,132.19,131.75,133.45,-0.6799927,-0.51177293,10.0,68.0,8.769535769042967,True,REGULAR,USD,2024-11-15
NVDA241115C00016000,2024-11-01 19:03:20+00:00,16.0,119.45,130.7,132.55,0.0,0.0,20.0,72.0,8.69922331298828,True,REGULAR,USD,2024-11-15
NVDA241115C00017000,2024-11-07 20:55:26+00:00,17.0,131.75,129.7,131.55,0.0,0.0,47.0,113.0,8.44141097412109,True,REGULAR,USD,2024-11-15
NVDA241115C00018000,2024-11-08 18:24:18+00:00,18.0,129.64,128.7,130.55,8.659996,7.1582046,10.0,70.0,8.203129873046873,True,REGULAR,USD,2024-11-15
NVDA241115C00019000,2024-11-07 17:58:10+00:00,19.0,129.4,127.7,129.55,0.0,0.0,30.0,112.0,7.980468774414062,True,REGULAR,USD,2024-11-15
NVDA241115C00020000,2024-11-05 18:45:13+00:00,20.0,119.35,126.75,128.45,0.0,0.0,10.0,103.0,7.597656752929687,True,REGULAR,USD,2024-11-15
NVDA241115C00021000,2024-10-31 17:25:41+00:00,21.0,112.73,125.7,127.55,0.0,0.0,1.0,258.0,7.570313037109376,True,REGULAR,USD,2024-11-15
NVDA241115C00022000,2024-11-07 19:07:11+00:00,22.0,126.43,124.7,126.55,0.0,0.0,40.0,317.0,7.384766394042969,True,REGULAR,USD,2024-11-15
NVDA241115C00023000,2024-11-08 17:39:36+00:00,23.0,124.55,124.0,125.55,-0.8299942,-0.66198295,2.0,169.0,5.382815771484374,True,REGULAR,USD,2024-11-15
NVDA241115C00024000,2024-10-29 17:49:10+00:00,24.0,117.8,122.7,124.55,0.0,0.0,10.0,97.0,7.039063701171875,True,REGULAR,USD,2024-11-15
NVDA241115C00025000,2024-11-08 20:38:47+00:00,25.0,122.2,121.75,123.45,6.8899994,5.975197,2.0,46.0,6.726564091796876,True,REGULAR,USD,2024-11-15
NVDA241115C00026000,2024-11-05 17:00:20+00:00,26.0,114.27,120.7,122.55,0.0,0.0,20.0,51.0,6.722657846679688,True,REGULAR,USD,2024-11-15
NVDA241115C00027000,2024-11-05 17:03:09+00:00,27.0,113.05,119.7,121.55,0.0,0.0,20.0,92.0,6.574220532226564,True,REGULAR,USD,2024-11-15
NVDA241115C00028000,2024-11-08 14:58:49+00:00,28.0,120.49,118.7,120.55,8.619995,7.7053676,20.0,71.0,6.433595708007813,True,REGULAR,USD,2024-11-15
NVDA241115C00029000,2024-11-06 19:18:21+00:00,29.0,117.0,117.7,119.55,0.0,0.0,20.0,114.0,6.298830251464843,True,REGULAR,USD,2024-11-15
NVDA241115C00030000,2024-11-08 17:19:43+00:00,30.0,117.15,116.75,118.45,-0.69999695,-0.5939728,1.0,496.0,6.035158706054688,True,REGULAR,USD,2024-11-15
NVDA241115C00031000,2024-11-07 15:13:43+00:00,31.0,116.03,115.7,117.55,-1.5400009,-1.3098587,29.0,271.0,6.042971196289063,True,REGULAR,USD,2024-11-15
NVDA241115C00032000,2024-11-08 17:34:21+00:00,32.0,115.87,114.85,116.1,-0.48999786,-0.42110506,4.0,938.0,5.25586280517578,True,REGULAR,USD,2024-11-15
NVDA241115C00033000,2024-10-22 15:20:50+00:00,33.0,110.2,113.7,115.55,0.0,0.0,10.0,105.0,5.804690244140625,True,REGULAR,USD,2024-11-15
NVDA241115C00034000,2024-10-23 14:09:41+00:00,34.0,104.98,112.7,114.55,0.0,0.0,7.0,321.0,5.691409135742187,True,REGULAR,USD,2024-11-15
NVDA241115C00035000,2024-11-08 18:35:11+00:00,35.0,112.73,111.85,113.15,1.7300034,1.5585616,80.0,353.0,5.039066201171874,True,REGULAR,USD,2024-11-15
NVDA241115C00036000,2024-10-28 16:23:35+00:00,36.0,104.8,110.7,112.55,0.0,0.0,5.0,120.0,5.4765656542968735,True,REGULAR,USD,2024-11-15
NVDA241115C00037000,2024-11-06 17:08:57+00:00,37.0,107.62,109.7,111.55,0.0,0.0,10.0,406.0,5.375003281249999,True,REGULAR,USD,2024-11-15
NVDA241115C00038000,2024-11-06 15:53:41+00:00,38.0,105.51,108.7,110.55,0.0,0.0,10.0,355.0,5.273440908203124,True,REGULAR,USD,2024-11-15
NVDA241115C00039000,2024-11-08 17:43:54+00:00,39.0,108.45,107.7,109.55,14.049995,14.88347,4.0,131.0,5.177737902832031,True,REGULAR,USD,2024-11-15
NVDA241115C00040000,2024-11-07 18:36:29+00:00,40.0,108.08,106.85,108.45,0.0,0.0,100.0,359.0,3.06250234375,True,REGULAR,USD,2024-11-15
NVDA241115C00041000,2024-11-01 19:23:06+00:00,41.0,95.01,105.7,107.55,0.0,0.0,40.0,370.0,4.992191259765624,True,REGULAR,USD,2024-11-15
NVDA241115C00042000,2024-10-18 19:53:00+00:00,42.0,96.18,104.7,106.55,0.0,0.0,8.0,110.0,4.902347622070312,True,REGULAR,USD,2024-11-15
NVDA241115C00043000,2024-11-08 20:58:14+00:00,43.0,104.65,103.7,105.55,13.800003,15.189877,2.0,275.0,4.8164102294921864,True,REGULAR,USD,2024-11-15
NVDA241115C00044000,2024-11-08 14:59:26+00:00,44.0,104.59,102.95,104.2,10.159996,10.759289,50.0,624.0,4.335942080078125,True,REGULAR,USD,2024-11-15
NVDA241115C00045000,2024-11-08 14:59:26+00:00,45.0,103.6,101.8,103.5,0.15000153,0.14499906,50.0,321.0,2.7968780078125004,True,REGULAR,USD,2024-11-15
NVDA241115C00046000,2024-11-08 16:58:55+00:00,46.0,101.65,100.7,102.55,5.4000015,5.6103907,2.0,416.0,4.568363664550781,True,REGULAR,USD,2024-11-15
NVDA241115C00047000,2024-10-15 14:20:09+00:00,47.0,86.1,99.7,101.55,0.0,0.0,10.0,98.0,4.488285639648437,True,REGULAR,USD,2024-11-15
NVDA241115C00048000,2024-11-08 16:27:51+00:00,48.0,99.48,99.0,100.25,8.090004,8.852176,60.0,951.0,4.1015673730468745,True,REGULAR,USD,2024-11-15
NVDA241115C00049000,2024-10-18 15:52:37+00:00,49.0,99.42,97.7,99.55,10.32,11.582492,50.0,229.0,4.335942080078125,True,REGULAR,USD,2024-11-15
NVDA241115C00050000,2024-11-08 16:08:34+00:00,50.0,97.1,96.8,98.0,-1.25,-1.2709711,12.0,1023.0,3.636719658203125,True,REGULAR,USD,2024-11-15
NVDA241115C00051000,2024-11-05 15:11:59+00:00,51.0,87.75,95.7,97.55,0.0,0.0,2.0,214.0,4.191411010742188,True,REGULAR,USD,2024-11-15
NVDA241115C00052000,2024-10-31 17:50:16+00:00,52.0,81.45,94.8,96.05,0.0,0.0,11.0,871.0,3.583985415039063,True,REGULAR,USD,2024-11-15
NVDA241115C00053000,2024-11-01 19:38:00+00:00,53.0,82.65,93.75,95.15,0.0,0.0,100.0,765.0,3.6503914990234376,True,REGULAR,USD,2024-11-15
NVDA241115C00054000,2024-10-23 19:23:20+00:00,54.0,85.02,92.7,94.55,0.0,0.0,1.0,413.0,3.983398479003906,True,REGULAR,USD,2024-11-15
